Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,45.00,500,22500,7875.00,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,525,26250,10500.00,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Street Footwear,45.00,375,16875,5906.25,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,350,15750,5512.50,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,55.00,300,16500,4950.00,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Apparel,60.00,425,25500,6375.00,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,45.00,625,28125,9843.75,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,625,31250,12500.00,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,45.00,425,19125,6693.75,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,425,19125,6693.75,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Men's Apparel,55.00,350,19250,5775.00,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,60.00,450,27000,6750.00,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,35.00,475,16625,5818.75,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,475,21375,8550.00,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,45.00,475,21375,7481.25,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,325,14625,5118.75,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Apparel,50.00,275,13750,4125.00,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Apparel,45.00,475,21375,5343.75,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,35.00,525,18375,6431.25,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,425,19125,7650.00,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,45.00,425,19125,6693.75,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.00,275,12375,4331.25,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,50.00,200,10000,3000.00,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,45.00,400,18000,4500.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,45.00,550,24750,8662.50,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,400,22000,8800.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Street Footwear,55.00,400,22000,7700.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,275,15125,5293.75,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,60.00,175,10500,3150.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Apparel,55.00,375,20625,5156.25,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,550,30250,10587.50,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,350,21000,8400.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,400,24000,8400.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,300,16500,5775.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Apparel,60.00,200,12000,3600.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,75.00,375,28125,7031.25,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,575,31625,11068.75,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,425,25500,10200.00,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,450,27000,9450.00,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,350,19250,6737.50,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,60.00,250,15000,4500.00,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,75.00,425,31875,7968.75,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,700,38500,13475.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,550,33000,13200.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,550,33000,11550.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,425,23375,8181.25,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,60.00,300,18000,5400.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,75.00,600,45000,11250.00,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,750,41250,14437.50,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,600,36000,14400.00,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,550,33000,11550.00,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,450,24750,8662.50,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,60.00,500,30000,9000.00,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,75.00,500,37500,9375.00,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,60.00,700,42000,14700.00,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.00,650,42250,16900.00,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,525,31500,11025.00,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.00,475,28500,9975.00,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,70.00,475,33250,9975.00,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Apparel,75.00,450,33750,8437.50,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Street Footwear,50.00,625,31250,10937.50,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,625,34375,13750.00,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,50.00,475,23750,8312.50,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.00,425,21250,7437.50,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,60.00,425,25500,7650.00,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,65.00,475,30875,7718.75,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,50.00,550,27500,9625.00,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,550,30250,12100.00,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Street Footwear,50.00,375,18750,6562.50,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.00,350,17500,6125.00,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Apparel,60.00,325,19500,5850.00,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,75.00,375,28125,7031.25,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,60.00,550,33000,11550.00,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.00,600,39000,15600.00,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,450,27000,9450.00,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.00,425,25500,8925.00,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,70.00,375,26250,7875.00,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,75.00,500,37500,9375.00,Online
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,60.00,700,42000,14700.00,Online
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.00,700,45500,18200.00,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,500,30000,10500.00,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.00,500,30000,10500.00,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,70.00,425,29750,8925.00,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,75.00,525,39375,9843.75,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,30.00,450,13500,5400.00,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.00,450,18000,7200.00,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,40.00,450,18000,6300.00,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.00,300,12000,4800.00,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,45.00,250,11250,3937.50,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,40.00,450,18000,4500.00,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,30.00,500,15000,6000.00,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.00,400,16000,6400.00,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,40.00,400,16000,5600.00,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.00,250,10000,4000.00,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,45.00,175,7875,2756.25,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,40.00,375,15000,3750.00,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,40.00,525,21000,8400.00,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.00,375,18750,7500.00,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Street Footwear,50.00,375,18750,6562.50,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,250,12500,5000.00,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,55.00,150,8250,2887.50,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,50.00,350,17500,4375.00,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,525,26250,10500.00,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,325,17875,7150.00,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,375,20625,7218.75,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,275,13750,5500.00,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,55.00,175,9625,3368.75,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Apparel,70.00,350,24500,6125.00,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,550,27500,11000.00,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,400,22000,8800.00,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,425,23375,8181.25,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,325,16250,6500.00,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,55.00,225,12375,4331.25,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Apparel,70.00,400,28000,7000.00,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,675,33750,13500.00,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,525,28875,11550.00,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,525,28875,10106.25,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,400,20000,8000.00,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,55.00,275,15125,5293.75,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,70.00,575,40250,10062.50,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,725,36250,14500.00,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,575,31625,12650.00,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,525,28875,10106.25,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,425,21250,8500.00,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,55.00,475,26125,9143.75,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,70.00,475,33250,8312.50,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,55.00,675,37125,14850.00,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.00,625,37500,15000.00,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,500,27500,9625.00,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.00,450,24750,9900.00,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,65.00,450,29250,10237.50,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Apparel,70.00,425,29750,7437.50,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Street Footwear,45.00,600,27000,10800.00,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.00,600,30000,12000.00,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,45.00,450,20250,7087.50,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.00,400,18000,7200.00,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Apparel,55.00,400,22000,7700.00,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,60.00,450,27000,6750.00,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,45.00,525,23625,9450.00,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.00,525,26250,10500.00,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,45.00,350,15750,5512.50,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.00,325,14625,5850.00,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,55.00,300,16500,5775.00,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Apparel,70.00,350,24500,6125.00,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,55.00,525,28875,11550.00,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.00,575,34500,13800.00,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,425,23375,8181.25,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.00,400,22000,8800.00,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Apparel,65.00,350,22750,7962.50,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,70.00,475,33250,8312.50,Online
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,55.00,675,37125,14850.00,Online
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.00,675,40500,16200.00,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,475,26125,9143.75,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.00,475,26125,10450.00,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,65.00,400,26000,9100.00,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,70.00,500,35000,8750.00,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,40.00,1025,41000,18450.00,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.00,825,33000,11550.00,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,30.00,825,24750,6187.50,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.00,675,23625,7087.50,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,50.00,725,36250,12687.50,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,40.00,825,33000,16500.00,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,40.00,1075,43000,19350.00,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.00,725,29000,10150.00,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,30.00,775,23250,5812.50,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,35.00,625,21875,6562.50,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Men's Apparel,50.00,700,35000,12250.00,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,35.00,800,28000,14000.00,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Street Footwear,35.00,1020,35700,16065.00,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.00,700,24500,8575.00,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,25.00,725,18125,4531.25,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.00,575,17250,5175.00,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Apparel,45.00,625,28125,9843.75,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,35.00,725,25375,12687.50,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,35.00,975,34125,15356.25,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.00,675,23625,8268.75,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.00,675,16875,4218.75,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.00,600,18000,5400.00,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Apparel,50.00,625,31250,10937.50,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,40.00,775,31000,15500.00,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,50.00,1045,52250,23512.50,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.00,750,37500,13125.00,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Street Footwear,45.00,725,32625,8156.25,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.00,675,30375,9112.50,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Apparel,55.00,700,38500,13475.00,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Apparel,60.00,800,48000,24000.00,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,55.00,1050,57750,25987.50,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.00,800,40000,14000.00,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,50.00,775,38750,9687.50,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50.00,750,37500,11250.00,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,65.00,750,48750,17062.50,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Apparel,70.00,925,64750,32375.00,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Street Footwear,65.00,1150,74750,33637.50,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.00,900,54000,18900.00,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Street Footwear,55.00,825,45375,11343.75,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.00,775,42625,12787.50,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Apparel,65.00,800,52000,18200.00,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Apparel,70.00,975,68250,34125.00,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Street Footwear,65.00,1125,73125,32906.25,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.00,900,54000,18900.00,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Street Footwear,55.00,825,45375,11343.75,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.00,775,34875,10462.50,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,55.00,750,41250,14437.50,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,60.00,925,55500,27750.00,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,55.00,1025,56375,25368.75,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.00,825,41250,14437.50,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Street Footwear,40.00,725,29000,7250.00,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40.00,700,28000,8400.00,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Apparel,50.00,700,35000,12250.00,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Apparel,55.00,800,44000,22000.00,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Street Footwear,55.00,975,53625,24131.25,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.00,800,36000,12600.00,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Street Footwear,45.00,675,30375,7593.75,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.00,650,29250,8775.00,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Apparel,55.00,650,35750,12512.50,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Apparel,60.00,775,46500,23250.00,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,55.00,925,50875,22893.75,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.00,750,33750,11812.50,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Street Footwear,45.00,695,31275,7818.75,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.00,750,41250,12375.00,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Apparel,70.00,725,50750,17762.50,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Apparel,75.00,825,61875,30937.50,Online
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,70.00,1075,75250,33862.50,Online
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.00,875,52500,18375.00,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Street Footwear,60.00,825,49500,12375.00,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60.00,775,46500,13950.00,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Apparel,70.00,775,54250,18987.50,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Apparel,75.00,875,65625,32812.50,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Street Footwear,35.00,925,32375,12950.00,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.00,725,25375,8881.25,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.00,725,18125,7250.00,Online
